id|annoId|alumnoid|colegioId|createdAt|updatedAt
48|4|48|1|2023-09-24|2023-09-24
49|4|49|1|2023-09-24|2023-09-24
50|4|50|1|2023-09-24|2023-09-24
51|4|51|1|2023-09-24|2023-09-24
52|4|52|1|2023-09-24|2023-09-24
53|4|53|1|2023-09-24|2023-09-24
54|4|54|1|2023-09-24|2023-09-24
55|4|55|1|2023-09-24|2023-09-24
56|4|56|1|2023-09-24|2023-09-24
57|4|57|1|2023-09-24|2023-09-24
58|4|58|1|2023-09-24|2023-09-24
59|4|59|1|2023-09-24|2023-09-24
60|4|60|1|2023-09-24|2023-09-24
61|4|61|1|2023-09-24|2023-09-24
62|4|62|1|2023-09-24|2023-09-24
63|4|63|1|2023-09-24|2023-09-24
64|4|64|1|2023-09-24|2023-09-24
65|4|65|1|2023-09-24|2023-09-24
66|4|66|1|2023-09-24|2023-09-24
67|4|67|1|2023-09-24|2023-09-24
68|4|68|1|2023-09-24|2023-09-24
69|4|69|1|2023-09-24|2023-09-24
70|4|70|1|2023-09-24|2023-09-24
71|4|71|1|2023-09-24|2023-09-24
72|4|72|1|2023-09-24|2023-09-24
73|4|73|1|2023-09-24|2023-09-24
74|4|74|1|2023-09-24|2023-09-24
75|4|75|1|2023-09-24|2023-09-24
76|4|76|1|2023-09-24|2023-09-24
77|4|77|1|2023-09-24|2023-09-24
78|4|78|1|2023-09-24|2023-09-24
79|4|79|1|2023-09-24|2023-09-24
80|4|80|1|2023-09-24|2023-09-24
81|4|81|1|2023-09-24|2023-09-24
82|4|82|1|2023-09-24|2023-09-24
83|4|83|1|2023-09-24|2023-09-24
84|4|84|1|2023-09-24|2023-09-24
85|4|85|1|2023-09-24|2023-09-24
86|4|86|1|2023-09-24|2023-09-24
87|4|87|1|2023-09-24|2023-09-24
88|4|88|1|2023-09-24|2023-09-24
89|4|89|1|2023-09-24|2023-09-24
90|4|90|1|2023-09-24|2023-09-24
91|4|91|1|2023-09-24|2023-09-24
92|4|92|1|2023-09-24|2023-09-24
93|4|93|1|2023-09-24|2023-09-24
94|4|94|1|2023-09-24|2023-09-24
95|4|95|1|2023-09-24|2023-09-24
96|4|96|1|2023-09-24|2023-09-24
97|4|97|1|2023-09-24|2023-09-24
98|4|98|1|2023-09-24|2023-09-24
99|4|99|1|2023-09-24|2023-09-24
100|4|100|1|2023-09-24|2023-09-24
101|4|101|1|2023-09-24|2023-09-24
102|4|102|1|2023-09-24|2023-09-24
103|4|103|1|2023-09-24|2023-09-24
104|4|104|1|2023-09-24|2023-09-24
105|4|105|1|2023-09-24|2023-09-24
106|4|106|1|2023-09-24|2023-09-24
107|4|107|1|2023-09-24|2023-09-24
108|4|108|1|2023-09-24|2023-09-24
109|4|109|1|2023-09-24|2023-09-24
110|4|110|1|2023-09-24|2023-09-24
111|4|111|1|2023-09-24|2023-09-24
112|4|112|1|2023-09-24|2023-09-24
113|4|113|1|2023-09-24|2023-09-24
114|4|114|1|2023-09-24|2023-09-24
115|4|115|1|2023-09-24|2023-09-24
116|4|116|1|2023-09-24|2023-09-24
117|4|117|1|2023-09-24|2023-09-24
118|4|118|1|2023-09-24|2023-09-24
119|4|119|1|2023-09-24|2023-09-24
120|4|120|1|2023-09-24|2023-09-24
121|4|121|1|2023-09-24|2023-09-24
122|4|122|1|2023-09-24|2023-09-24
123|4|123|1|2023-09-24|2023-09-24
124|4|124|1|2023-09-24|2023-09-24
125|4|125|1|2023-09-24|2023-09-24
126|4|126|1|2023-09-24|2023-09-24
127|4|127|1|2023-09-24|2023-09-24
128|4|128|1|2023-09-24|2023-09-24
129|4|129|1|2023-09-24|2023-09-24
130|4|130|1|2023-09-24|2023-09-24
131|4|131|1|2023-09-24|2023-09-24
132|4|132|1|2023-09-24|2023-09-24
133|4|133|1|2023-09-24|2023-09-24
134|4|134|1|2023-09-24|2023-09-24
135|4|135|1|2023-09-24|2023-09-24
136|4|136|1|2023-09-24|2023-09-24
137|4|137|1|2023-09-24|2023-09-24
138|4|138|1|2023-09-24|2023-09-24
139|4|139|1|2023-09-24|2023-09-24
140|4|140|1|2023-09-24|2023-09-24
141|4|141|1|2023-09-24|2023-09-24
142|4|142|1|2023-09-24|2023-09-24
143|4|143|1|2023-09-24|2023-09-24
144|4|144|1|2023-09-24|2023-09-24
145|4|145|1|2023-09-24|2023-09-24
146|4|146|1|2023-09-24|2023-09-24
147|4|147|1|2023-09-24|2023-09-24
148|4|148|1|2023-09-24|2023-09-24
149|4|149|1|2023-09-24|2023-09-24
150|4|150|1|2023-09-24|2023-09-24
151|4|151|1|2023-09-24|2023-09-24
152|4|152|1|2023-09-24|2023-09-24
153|4|153|1|2023-09-24|2023-09-24
154|4|154|1|2023-09-24|2023-09-24
155|4|155|1|2023-09-24|2023-09-24
156|4|156|1|2023-09-24|2023-09-24
157|4|157|1|2023-09-24|2023-09-24
158|4|158|1|2023-09-24|2023-09-24
159|4|159|1|2023-09-24|2023-09-24
160|4|160|1|2023-09-24|2023-09-24
161|4|161|1|2023-09-24|2023-09-24
162|4|162|1|2023-09-24|2023-09-24
163|4|163|1|2023-09-24|2023-09-24
164|4|164|1|2023-09-24|2023-09-24
165|4|165|1|2023-09-24|2023-09-24
166|4|166|1|2023-09-24|2023-09-24
167|4|167|1|2023-09-24|2023-09-24
168|4|168|1|2023-09-24|2023-09-24
169|4|169|1|2023-09-24|2023-09-24
170|4|170|1|2023-09-24|2023-09-24
171|4|171|1|2023-09-24|2023-09-24
172|4|172|1|2023-09-24|2023-09-24
173|4|173|1|2023-09-24|2023-09-24
174|4|174|1|2023-09-24|2023-09-24
175|4|175|1|2023-09-24|2023-09-24
176|4|176|1|2023-09-24|2023-09-24
177|4|177|1|2023-09-24|2023-09-24
178|4|178|1|2023-09-24|2023-09-24
179|4|179|1|2023-09-24|2023-09-24
180|4|180|1|2023-09-24|2023-09-24
181|4|181|1|2023-09-24|2023-09-24
182|4|182|1|2023-09-24|2023-09-24
183|4|183|1|2023-09-24|2023-09-24
184|4|184|1|2023-09-24|2023-09-24
185|4|185|1|2023-09-24|2023-09-24
186|4|186|1|2023-09-24|2023-09-24
187|4|187|1|2023-09-24|2023-09-24
188|4|188|1|2023-09-24|2023-09-24
189|4|189|1|2023-09-24|2023-09-24
190|4|190|1|2023-09-24|2023-09-24
191|4|191|1|2023-09-24|2023-09-24
192|4|192|1|2023-09-24|2023-09-24
193|4|193|1|2023-09-24|2023-09-24
194|4|194|1|2023-09-24|2023-09-24
195|4|195|1|2023-09-24|2023-09-24
196|4|196|1|2023-09-24|2023-09-24
197|4|197|1|2023-09-24|2023-09-24
198|4|198|1|2023-09-24|2023-09-24
199|4|199|1|2023-09-24|2023-09-24
200|4|200|1|2023-09-24|2023-09-24
201|4|201|1|2023-09-24|2023-09-24
202|4|202|1|2023-09-24|2023-09-24
203|4|203|1|2023-09-24|2023-09-24
204|4|204|1|2023-09-24|2023-09-24
205|4|205|1|2023-09-24|2023-09-24
206|4|206|1|2023-09-24|2023-09-24
207|4|207|1|2023-09-24|2023-09-24
208|4|208|1|2023-09-24|2023-09-24
209|4|209|1|2023-09-24|2023-09-24
210|4|210|1|2023-09-24|2023-09-24
211|4|211|1|2023-09-24|2023-09-24
212|4|212|1|2023-09-24|2023-09-24
213|4|213|1|2023-09-24|2023-09-24
214|4|214|1|2023-09-24|2023-09-24
215|4|215|1|2023-09-24|2023-09-24
216|4|216|1|2023-09-24|2023-09-24
217|4|217|1|2023-09-24|2023-09-24
218|4|218|1|2023-09-24|2023-09-24
219|4|219|1|2023-09-24|2023-09-24
220|4|220|1|2023-09-24|2023-09-24
221|4|221|1|2023-09-24|2023-09-24
222|4|222|1|2023-09-24|2023-09-24
223|4|223|1|2023-09-24|2023-09-24
224|4|224|1|2023-09-24|2023-09-24
225|4|225|1|2023-09-24|2023-09-24
226|4|226|1|2023-09-24|2023-09-24
227|4|227|1|2023-09-24|2023-09-24
228|4|228|1|2023-09-24|2023-09-24
229|4|229|1|2023-09-24|2023-09-24
230|4|230|1|2023-09-24|2023-09-24
231|4|231|1|2023-09-24|2023-09-24
232|4|232|1|2023-09-24|2023-09-24
233|4|233|1|2023-09-24|2023-09-24
234|4|234|1|2023-09-24|2023-09-24
235|4|235|1|2023-09-24|2023-09-24
236|4|236|1|2023-09-24|2023-09-24
237|4|237|1|2023-09-24|2023-09-24
238|4|238|1|2023-09-24|2023-09-24
239|4|239|1|2023-09-24|2023-09-24
240|4|240|1|2023-09-24|2023-09-24
241|4|241|1|2023-09-24|2023-09-24
242|4|242|1|2023-09-24|2023-09-24
243|4|243|1|2023-09-24|2023-09-24
244|4|244|1|2023-09-24|2023-09-24
245|4|245|1|2023-09-24|2023-09-24
246|4|246|1|2023-09-24|2023-09-24
247|4|247|1|2023-09-24|2023-09-24
248|4|248|1|2023-09-24|2023-09-24
249|4|249|1|2023-09-24|2023-09-24
250|4|250|1|2023-09-24|2023-09-24
251|4|251|1|2023-09-24|2023-09-24
252|4|252|1|2023-09-24|2023-09-24
253|4|253|1|2023-09-24|2023-09-24
254|4|254|1|2023-09-24|2023-09-24
255|4|255|1|2023-09-24|2023-09-24
256|4|256|1|2023-09-24|2023-09-24
257|4|257|1|2023-09-24|2023-09-24
258|4|258|1|2023-09-24|2023-09-24
259|4|259|1|2023-09-24|2023-09-24
260|4|260|1|2023-09-24|2023-09-24
261|4|261|1|2023-09-24|2023-09-24
262|4|262|1|2023-09-24|2023-09-24
263|4|263|1|2023-09-24|2023-09-24
264|4|264|1|2023-09-24|2023-09-24
265|4|265|1|2023-09-24|2023-09-24
266|4|266|1|2023-09-24|2023-09-24
267|4|267|1|2023-09-24|2023-09-24
268|4|268|1|2023-09-24|2023-09-24
269|4|269|1|2023-09-24|2023-09-24
270|4|270|1|2023-09-24|2023-09-24
271|4|271|1|2023-09-24|2023-09-24
272|4|272|1|2023-09-24|2023-09-24
273|4|273|1|2023-09-24|2023-09-24
274|4|274|1|2023-09-24|2023-09-24
275|4|275|1|2023-09-24|2023-09-24
276|4|276|1|2023-09-24|2023-09-24
277|4|277|1|2023-09-24|2023-09-24
278|4|278|1|2023-09-24|2023-09-24
279|4|279|1|2023-09-24|2023-09-24
280|4|280|1|2023-09-24|2023-09-24
281|4|281|1|2023-09-24|2023-09-24
282|4|282|1|2023-09-24|2023-09-24
283|4|283|1|2023-09-24|2023-09-24
284|4|284|1|2023-09-24|2023-09-24
285|4|285|1|2023-09-24|2023-09-24
286|4|286|1|2023-09-24|2023-09-24
287|4|287|1|2023-09-24|2023-09-24
288|4|288|1|2023-09-24|2023-09-24
289|4|289|1|2023-09-24|2023-09-24
290|4|290|1|2023-09-24|2023-09-24
291|4|291|1|2023-09-24|2023-09-24
292|4|292|1|2023-09-24|2023-09-24
293|4|293|1|2023-09-24|2023-09-24
294|4|294|1|2023-09-24|2023-09-24
295|4|295|1|2023-09-24|2023-09-24
296|4|296|1|2023-09-24|2023-09-24
297|4|297|1|2023-09-24|2023-09-24
298|4|298|1|2023-09-24|2023-09-24
299|4|299|1|2023-09-24|2023-09-24
300|4|300|1|2023-09-24|2023-09-24
301|4|301|1|2023-09-24|2023-09-24
302|4|302|1|2023-09-24|2023-09-24
303|4|303|1|2023-09-24|2023-09-24
304|4|304|1|2023-09-24|2023-09-24
305|4|305|1|2023-09-24|2023-09-24
306|4|306|1|2023-09-24|2023-09-24
307|4|307|1|2023-09-24|2023-09-24
308|4|308|1|2023-09-24|2023-09-24
309|4|309|1|2023-09-24|2023-09-24
310|4|310|1|2023-09-24|2023-09-24
311|4|311|1|2023-09-24|2023-09-24
312|4|312|1|2023-09-24|2023-09-24
313|4|313|1|2023-09-24|2023-09-24
314|4|314|1|2023-09-24|2023-09-24
315|4|315|1|2023-09-24|2023-09-24
316|4|316|1|2023-09-24|2023-09-24
317|4|317|1|2023-09-24|2023-09-24
318|4|318|1|2023-09-24|2023-09-24
319|4|319|1|2023-09-24|2023-09-24
320|4|320|1|2023-09-24|2023-09-24
321|4|321|1|2023-09-24|2023-09-24
322|4|322|1|2023-09-24|2023-09-24
323|4|323|1|2023-09-24|2023-09-24
324|4|324|1|2023-09-24|2023-09-24
325|4|325|1|2023-09-24|2023-09-24
326|4|326|1|2023-09-24|2023-09-24
327|4|327|1|2023-09-24|2023-09-24
328|4|328|1|2023-09-24|2023-09-24
329|4|329|1|2023-09-24|2023-09-24
330|4|330|1|2023-09-24|2023-09-24
331|4|331|1|2023-09-24|2023-09-24
332|4|332|1|2023-09-24|2023-09-24
333|4|333|1|2023-09-24|2023-09-24
334|4|334|1|2023-09-24|2023-09-24
335|4|335|1|2023-09-24|2023-09-24
336|4|336|1|2023-09-24|2023-09-24
337|4|337|1|2023-09-24|2023-09-24
338|4|338|1|2023-09-24|2023-09-24
339|4|339|1|2023-09-24|2023-09-24
340|4|340|1|2023-09-24|2023-09-24
341|4|341|1|2023-09-24|2023-09-24
342|4|342|1|2023-09-24|2023-09-24
343|4|343|1|2023-09-24|2023-09-24
344|4|344|1|2023-09-24|2023-09-24
345|4|345|1|2023-09-24|2023-09-24
346|4|346|1|2023-09-24|2023-09-24
347|4|347|1|2023-09-24|2023-09-24
348|4|348|1|2023-09-24|2023-09-24
349|4|349|1|2023-09-24|2023-09-24
350|4|350|1|2023-09-24|2023-09-24
351|4|351|1|2023-09-24|2023-09-24
352|4|352|1|2023-09-24|2023-09-24
353|4|353|1|2023-09-24|2023-09-24
354|4|354|1|2023-09-24|2023-09-24
355|4|355|1|2023-09-24|2023-09-24
356|4|356|1|2023-09-24|2023-09-24
357|4|357|1|2023-09-24|2023-09-24
358|4|358|1|2023-09-24|2023-09-24
359|4|359|1|2023-09-24|2023-09-24
360|4|360|1|2023-09-24|2023-09-24
361|4|361|1|2023-09-24|2023-09-24
362|4|362|1|2023-09-24|2023-09-24
363|4|363|1|2023-09-24|2023-09-24
364|4|364|1|2023-09-24|2023-09-24
365|4|365|1|2023-09-24|2023-09-24
366|4|366|1|2023-09-24|2023-09-24
367|4|367|1|2023-09-24|2023-09-24
368|4|368|1|2023-09-24|2023-09-24
369|4|369|1|2023-09-24|2023-09-24
370|4|370|1|2023-09-24|2023-09-24
371|4|371|1|2023-09-24|2023-09-24
372|4|372|1|2023-09-24|2023-09-24
373|4|373|1|2023-09-24|2023-09-24
374|4|374|1|2023-09-24|2023-09-24
375|4|375|1|2023-09-24|2023-09-24
376|4|376|1|2023-09-24|2023-09-24
377|4|377|1|2023-09-24|2023-09-24
378|4|378|1|2023-09-24|2023-09-24
379|4|379|1|2023-09-24|2023-09-24
380|4|380|1|2023-09-24|2023-09-24
381|4|381|1|2023-09-24|2023-09-24
382|4|382|1|2023-09-24|2023-09-24
383|4|383|1|2023-09-24|2023-09-24
384|4|384|1|2023-09-24|2023-09-24
385|4|385|1|2023-09-24|2023-09-24
386|4|386|1|2023-09-24|2023-09-24
387|4|387|1|2023-09-24|2023-09-24
388|4|388|1|2023-09-24|2023-09-24
389|4|389|1|2023-09-24|2023-09-24
390|4|390|1|2023-09-24|2023-09-24
391|4|391|1|2023-09-24|2023-09-24
392|4|392|1|2023-09-24|2023-09-24
393|4|393|1|2023-09-24|2023-09-24
394|4|394|1|2023-09-24|2023-09-24
395|4|395|1|2023-09-24|2023-09-24
396|4|396|1|2023-09-24|2023-09-24
397|4|397|1|2023-09-24|2023-09-24
398|4|398|1|2023-09-24|2023-09-24
399|4|399|1|2023-09-24|2023-09-24
400|4|400|1|2023-09-24|2023-09-24
401|4|401|1|2023-09-24|2023-09-24
402|4|402|1|2023-09-24|2023-09-24
403|4|403|1|2023-09-24|2023-09-24
404|4|404|1|2023-09-24|2023-09-24
405|4|405|1|2023-09-24|2023-09-24
406|4|406|1|2023-09-24|2023-09-24
407|4|407|1|2023-09-24|2023-09-24
408|4|408|1|2023-09-24|2023-09-24
409|4|409|1|2023-09-24|2023-09-24
410|4|410|1|2023-09-24|2023-09-24
411|4|411|1|2023-09-24|2023-09-24
412|4|412|1|2023-09-24|2023-09-24
413|4|413|1|2023-09-24|2023-09-24
414|4|414|1|2023-09-24|2023-09-24
415|4|415|1|2023-09-24|2023-09-24
416|4|416|1|2023-09-24|2023-09-24
417|4|417|1|2023-09-24|2023-09-24
418|4|418|1|2023-09-24|2023-09-24
419|4|419|1|2023-09-24|2023-09-24
420|4|420|1|2023-09-24|2023-09-24
421|4|421|1|2023-09-24|2023-09-24
422|4|422|1|2023-09-24|2023-09-24
423|4|423|1|2023-09-24|2023-09-24
424|4|424|1|2023-09-24|2023-09-24
425|4|425|1|2023-09-24|2023-09-24
426|4|426|1|2023-09-24|2023-09-24
427|4|427|1|2023-09-24|2023-09-24
428|4|428|1|2023-09-24|2023-09-24
429|4|429|1|2023-09-24|2023-09-24
430|4|430|1|2023-09-24|2023-09-24
431|4|431|1|2023-09-24|2023-09-24
432|4|432|1|2023-09-24|2023-09-24
433|4|433|1|2023-09-24|2023-09-24
434|4|434|1|2023-09-24|2023-09-24
435|4|435|1|2023-09-24|2023-09-24
436|4|436|1|2023-09-24|2023-09-24
437|4|437|1|2023-09-24|2023-09-24
438|4|438|1|2023-09-24|2023-09-24
439|4|439|1|2023-09-24|2023-09-24
440|4|440|1|2023-09-24|2023-09-24
441|4|441|1|2023-09-24|2023-09-24
442|4|442|1|2023-09-24|2023-09-24
443|4|443|1|2023-09-24|2023-09-24
444|4|444|1|2023-09-24|2023-09-24
445|4|445|1|2023-09-24|2023-09-24
446|4|446|1|2023-09-24|2023-09-24
447|4|447|1|2023-09-24|2023-09-24
448|4|448|1|2023-09-24|2023-09-24
449|4|449|1|2023-09-24|2023-09-24
450|4|450|1|2023-09-24|2023-09-24
451|4|451|1|2023-09-24|2023-09-24
452|4|452|1|2023-09-24|2023-09-24
453|4|453|1|2023-09-24|2023-09-24
454|4|454|1|2023-09-24|2023-09-24
455|4|455|1|2023-09-24|2023-09-24
456|4|456|1|2023-09-24|2023-09-24
457|4|457|1|2023-09-24|2023-09-24
458|4|458|1|2023-09-24|2023-09-24
459|4|459|1|2023-09-24|2023-09-24
460|4|460|1|2023-09-24|2023-09-24
461|4|461|1|2023-09-24|2023-09-24
462|4|462|1|2023-09-24|2023-09-24
463|4|463|1|2023-09-24|2023-09-24
464|4|464|1|2023-09-24|2023-09-24
465|4|465|1|2023-09-24|2023-09-24
466|4|466|1|2023-09-24|2023-09-24
467|4|467|1|2023-09-24|2023-09-24
468|4|468|1|2023-09-24|2023-09-24
469|4|469|1|2023-09-24|2023-09-24
470|4|470|1|2023-09-24|2023-09-24
471|4|471|1|2023-09-24|2023-09-24
472|4|472|1|2023-09-24|2023-09-24
473|4|473|1|2023-09-24|2023-09-24
474|4|474|1|2023-09-24|2023-09-24
475|4|475|1|2023-09-24|2023-09-24
476|4|476|1|2023-09-24|2023-09-24
477|4|477|1|2023-09-24|2023-09-24
478|4|478|1|2023-09-24|2023-09-24
479|4|479|1|2023-09-24|2023-09-24
480|4|480|1|2023-09-24|2023-09-24
481|4|481|1|2023-09-24|2023-09-24
482|4|482|1|2023-09-24|2023-09-24
483|4|483|1|2023-09-24|2023-09-24
484|4|484|1|2023-09-24|2023-09-24
485|4|485|1|2023-09-24|2023-09-24
486|4|486|1|2023-09-24|2023-09-24
487|4|487|1|2023-09-24|2023-09-24
488|4|488|1|2023-09-24|2023-09-24
489|4|489|1|2023-09-24|2023-09-24
490|4|490|1|2023-09-24|2023-09-24
491|4|491|1|2023-09-24|2023-09-24
492|4|492|1|2023-09-24|2023-09-24
493|4|493|1|2023-09-24|2023-09-24
494|4|494|1|2023-09-24|2023-09-24
495|4|495|1|2023-09-24|2023-09-24
496|4|496|1|2023-09-24|2023-09-24
497|4|497|1|2023-09-24|2023-09-24
498|4|498|1|2023-09-24|2023-09-24
499|4|499|1|2023-09-24|2023-09-24
500|4|500|1|2023-09-24|2023-09-24
501|4|501|1|2023-09-24|2023-09-24
502|4|502|1|2023-09-24|2023-09-24
503|4|503|1|2023-09-24|2023-09-24
504|4|504|1|2023-09-24|2023-09-24
505|4|505|1|2023-09-24|2023-09-24
506|4|506|1|2023-09-24|2023-09-24
507|4|507|1|2023-09-24|2023-09-24
508|4|508|1|2023-09-24|2023-09-24
509|4|509|1|2023-09-24|2023-09-24
510|4|510|1|2023-09-24|2023-09-24
511|4|511|1|2023-09-24|2023-09-24
512|4|512|1|2023-09-24|2023-09-24
513|4|513|1|2023-09-24|2023-09-24
514|4|514|1|2023-09-24|2023-09-24
515|4|515|1|2023-09-24|2023-09-24
516|4|516|1|2023-09-24|2023-09-24
517|4|517|1|2023-09-24|2023-09-24
518|4|518|1|2023-09-24|2023-09-24
519|4|519|1|2023-09-24|2023-09-24
520|4|520|1|2023-09-24|2023-09-24
521|4|521|1|2023-09-24|2023-09-24
522|4|522|1|2023-09-24|2023-09-24
523|4|523|1|2023-09-24|2023-09-24
524|4|524|1|2023-09-24|2023-09-24
525|4|525|1|2023-09-24|2023-09-24
526|4|526|1|2023-09-24|2023-09-24
527|4|527|1|2023-09-24|2023-09-24
528|4|528|1|2023-09-24|2023-09-24
529|4|529|1|2023-09-24|2023-09-24
530|4|530|1|2023-09-24|2023-09-24
531|4|531|1|2023-09-24|2023-09-24
532|4|532|1|2023-09-24|2023-09-24
533|4|533|1|2023-09-24|2023-09-24
534|4|534|1|2023-09-24|2023-09-24
535|4|535|1|2023-09-24|2023-09-24
536|4|536|1|2023-09-24|2023-09-24
537|4|537|1|2023-09-24|2023-09-24
538|4|538|1|2023-09-24|2023-09-24
539|4|539|1|2023-09-24|2023-09-24
540|4|540|1|2023-09-24|2023-09-24
541|4|541|1|2023-09-24|2023-09-24
542|4|542|1|2023-09-24|2023-09-24
543|4|543|1|2023-09-24|2023-09-24
544|4|544|1|2023-09-24|2023-09-24
545|4|545|1|2023-09-24|2023-09-24
546|4|546|1|2023-09-24|2023-09-24
547|4|547|1|2023-09-24|2023-09-24
548|4|548|1|2023-09-24|2023-09-24
549|4|549|1|2023-09-24|2023-09-24
550|4|550|1|2023-09-24|2023-09-24
551|4|551|1|2023-09-24|2023-09-24
552|4|552|1|2023-09-24|2023-09-24
553|4|553|1|2023-09-24|2023-09-24
554|4|554|1|2023-09-24|2023-09-24
555|4|555|1|2023-09-24|2023-09-24
556|4|556|1|2023-09-24|2023-09-24
557|4|557|1|2023-09-24|2023-09-24
558|4|558|1|2023-09-24|2023-09-24
559|4|559|1|2023-09-24|2023-09-24
560|4|560|1|2023-09-24|2023-09-24
561|4|561|1|2023-09-24|2023-09-24
562|4|562|1|2023-09-24|2023-09-24
563|4|563|1|2023-09-24|2023-09-24
564|4|564|1|2023-09-24|2023-09-24
565|4|565|1|2023-09-24|2023-09-24
566|4|566|1|2023-09-24|2023-09-24
567|4|567|1|2023-09-24|2023-09-24
568|4|568|1|2023-09-24|2023-09-24
569|4|569|1|2023-09-24|2023-09-24
570|4|570|1|2023-09-24|2023-09-24
571|4|571|1|2023-09-24|2023-09-24
572|4|572|1|2023-09-24|2023-09-24
573|4|573|1|2023-09-24|2023-09-24
574|4|574|1|2023-09-24|2023-09-24
575|4|575|1|2023-09-24|2023-09-24
576|4|576|1|2023-09-24|2023-09-24
577|4|577|1|2023-09-24|2023-09-24
578|4|578|1|2023-09-24|2023-09-24
579|4|579|1|2023-09-24|2023-09-24
580|4|580|1|2023-09-24|2023-09-24
581|4|581|1|2023-09-24|2023-09-24
582|4|582|1|2023-09-24|2023-09-24
583|4|583|1|2023-09-24|2023-09-24
584|4|584|1|2023-09-24|2023-09-24
585|4|585|1|2023-09-24|2023-09-24
586|4|586|1|2023-09-24|2023-09-24
587|4|587|1|2023-09-24|2023-09-24
588|4|588|1|2023-09-24|2023-09-24
589|4|589|1|2023-09-24|2023-09-24
590|4|590|1|2023-09-24|2023-09-24
591|4|591|1|2023-09-24|2023-09-24
592|4|592|1|2023-09-24|2023-09-24
593|4|593|1|2023-09-24|2023-09-24
594|4|594|1|2023-09-24|2023-09-24
595|4|595|1|2023-09-24|2023-09-24
596|4|596|1|2023-09-24|2023-09-24
597|4|597|1|2023-09-24|2023-09-24
598|4|598|1|2023-09-24|2023-09-24
599|4|599|1|2023-09-24|2023-09-24
600|4|600|1|2023-09-24|2023-09-24
