id|fecha|presente|dia|matriculaId|colegioId|cursoId|alumnoId|annoId|mesId|createdAt|updatedAt
57|2023-09-05|t|5|457|1|19|457|4|3|2023-09-24|2023-09-24
58|2023-09-05|t|5|458|1|19|458|4|3|2023-09-24|2023-09-24
59|2023-09-05|t|5|459|1|19|459|4|3|2023-09-24|2023-09-24
60|2023-09-05|t|5|460|1|19|460|4|3|2023-09-24|2023-09-24
61|2023-09-05|t|5|461|1|19|461|4|3|2023-09-24|2023-09-24
62|2023-09-05|t|5|462|1|19|462|4|3|2023-09-24|2023-09-24
63|2023-09-05|t|5|463|1|19|463|4|3|2023-09-24|2023-09-24
64|2023-09-05|t|5|464|1|19|464|4|3|2023-09-24|2023-09-24
65|2023-09-05|t|5|465|1|19|465|4|3|2023-09-24|2023-09-24
66|2023-09-05|t|5|466|1|19|466|4|3|2023-09-24|2023-09-24
67|2023-09-05|t|5|467|1|19|467|4|3|2023-09-24|2023-09-24
68|2023-09-05|t|5|468|1|19|468|4|3|2023-09-24|2023-09-24
69|2023-09-05|t|5|469|1|19|469|4|3|2023-09-24|2023-09-24
70|2023-09-05|t|5|470|1|19|470|4|3|2023-09-24|2023-09-24
71|2023-09-05|t|5|471|1|19|471|4|3|2023-09-24|2023-09-24
72|2023-09-05|t|5|472|1|19|472|4|3|2023-09-24|2023-09-24
73|2023-09-05|t|5|473|1|19|473|4|3|2023-09-24|2023-09-24
74|2023-09-05|t|5|474|1|19|474|4|3|2023-09-24|2023-09-24
75|2023-09-05|t|5|475|1|19|475|4|3|2023-09-24|2023-09-24
76|2023-09-06|t|6|451|1|19|451|4|3|2023-09-24|2023-09-24
77|2023-09-06|t|6|452|1|19|452|4|3|2023-09-24|2023-09-24
78|2023-09-06|t|6|453|1|19|453|4|3|2023-09-24|2023-09-24
79|2023-09-06|t|6|454|1|19|454|4|3|2023-09-24|2023-09-24
80|2023-09-06|t|6|455|1|19|455|4|3|2023-09-24|2023-09-24
81|2023-09-06|t|6|456|1|19|456|4|3|2023-09-24|2023-09-24
82|2023-09-06|t|6|457|1|19|457|4|3|2023-09-24|2023-09-24
83|2023-09-06|t|6|458|1|19|458|4|3|2023-09-24|2023-09-24
84|2023-09-06|t|6|459|1|19|459|4|3|2023-09-24|2023-09-24
85|2023-09-06|t|6|460|1|19|460|4|3|2023-09-24|2023-09-24
86|2023-09-06|t|6|461|1|19|461|4|3|2023-09-24|2023-09-24
87|2023-09-06|t|6|462|1|19|462|4|3|2023-09-24|2023-09-24
88|2023-09-06|t|6|463|1|19|463|4|3|2023-09-24|2023-09-24
89|2023-09-06|t|6|464|1|19|464|4|3|2023-09-24|2023-09-24
90|2023-09-06|t|6|465|1|19|465|4|3|2023-09-24|2023-09-24
91|2023-09-06|f|6|466|1|19|466|4|3|2023-09-24|2023-09-24
92|2023-09-06|t|6|467|1|19|467|4|3|2023-09-24|2023-09-24
93|2023-09-06|t|6|468|1|19|468|4|3|2023-09-24|2023-09-24
94|2023-09-06|t|6|469|1|19|469|4|3|2023-09-24|2023-09-24
95|2023-09-06|t|6|470|1|19|470|4|3|2023-09-24|2023-09-24
96|2023-09-06|t|6|471|1|19|471|4|3|2023-09-24|2023-09-24
97|2023-09-06|t|6|472|1|19|472|4|3|2023-09-24|2023-09-24
98|2023-09-06|t|6|473|1|19|473|4|3|2023-09-24|2023-09-24
99|2023-09-06|t|6|474|1|19|474|4|3|2023-09-24|2023-09-24
100|2023-09-06|t|6|475|1|19|475|4|3|2023-09-24|2023-09-24
101|2023-09-07|t|7|451|1|19|451|4|3|2023-09-24|2023-09-24
102|2023-09-07|t|7|452|1|19|452|4|3|2023-09-24|2023-09-24
103|2023-09-07|t|7|453|1|19|453|4|3|2023-09-24|2023-09-24
104|2023-09-07|t|7|454|1|19|454|4|3|2023-09-24|2023-09-24
105|2023-09-07|t|7|455|1|19|455|4|3|2023-09-24|2023-09-24
106|2023-09-07|t|7|456|1|19|456|4|3|2023-09-24|2023-09-24
107|2023-09-07|t|7|457|1|19|457|4|3|2023-09-24|2023-09-24
108|2023-09-07|t|7|458|1|19|458|4|3|2023-09-24|2023-09-24
109|2023-09-07|t|7|459|1|19|459|4|3|2023-09-24|2023-09-24
110|2023-09-07|t|7|460|1|19|460|4|3|2023-09-24|2023-09-24
111|2023-09-07|t|7|461|1|19|461|4|3|2023-09-24|2023-09-24
112|2023-09-07|t|7|462|1|19|462|4|3|2023-09-24|2023-09-24
113|2023-09-07|t|7|463|1|19|463|4|3|2023-09-24|2023-09-24
114|2023-09-07|t|7|464|1|19|464|4|3|2023-09-24|2023-09-24
115|2023-09-07|t|7|465|1|19|465|4|3|2023-09-24|2023-09-24
116|2023-09-07|t|7|466|1|19|466|4|3|2023-09-24|2023-09-24
117|2023-09-07|t|7|467|1|19|467|4|3|2023-09-24|2023-09-24
118|2023-09-07|t|7|468|1|19|468|4|3|2023-09-24|2023-09-24
119|2023-09-07|t|7|469|1|19|469|4|3|2023-09-24|2023-09-24
120|2023-09-07|t|7|470|1|19|470|4|3|2023-09-24|2023-09-24
121|2023-09-07|t|7|471|1|19|471|4|3|2023-09-24|2023-09-24
122|2023-09-07|t|7|472|1|19|472|4|3|2023-09-24|2023-09-24
123|2023-09-07|t|7|473|1|19|473|4|3|2023-09-24|2023-09-24
124|2023-09-07|t|7|474|1|19|474|4|3|2023-09-24|2023-09-24
125|2023-09-07|t|7|475|1|19|475|4|3|2023-09-24|2023-09-24
126|2023-09-08|t|8|451|1|19|451|4|3|2023-09-24|2023-09-24
127|2023-09-08|t|8|452|1|19|452|4|3|2023-09-24|2023-09-24
128|2023-09-08|t|8|453|1|19|453|4|3|2023-09-24|2023-09-24
129|2023-09-08|t|8|454|1|19|454|4|3|2023-09-24|2023-09-24
130|2023-09-08|t|8|455|1|19|455|4|3|2023-09-24|2023-09-24
131|2023-09-08|t|8|456|1|19|456|4|3|2023-09-24|2023-09-24
132|2023-09-08|t|8|457|1|19|457|4|3|2023-09-24|2023-09-24
133|2023-09-08|t|8|458|1|19|458|4|3|2023-09-24|2023-09-24
134|2023-09-08|t|8|459|1|19|459|4|3|2023-09-24|2023-09-24
135|2023-09-08|f|8|460|1|19|460|4|3|2023-09-24|2023-09-24
136|2023-09-08|t|8|461|1|19|461|4|3|2023-09-24|2023-09-24
137|2023-09-08|t|8|462|1|19|462|4|3|2023-09-24|2023-09-24
138|2023-09-08|t|8|463|1|19|463|4|3|2023-09-24|2023-09-24
139|2023-09-08|t|8|464|1|19|464|4|3|2023-09-24|2023-09-24
140|2023-09-08|t|8|465|1|19|465|4|3|2023-09-24|2023-09-24
141|2023-09-08|t|8|466|1|19|466|4|3|2023-09-24|2023-09-24
142|2023-09-08|t|8|467|1|19|467|4|3|2023-09-24|2023-09-24
143|2023-09-08|t|8|468|1|19|468|4|3|2023-09-24|2023-09-24
144|2023-09-08|t|8|469|1|19|469|4|3|2023-09-24|2023-09-24
145|2023-09-08|t|8|470|1|19|470|4|3|2023-09-24|2023-09-24
146|2023-09-08|t|8|471|1|19|471|4|3|2023-09-24|2023-09-24
147|2023-09-08|t|8|472|1|19|472|4|3|2023-09-24|2023-09-24
148|2023-09-08|t|8|473|1|19|473|4|3|2023-09-24|2023-09-24
149|2023-09-08|t|8|474|1|19|474|4|3|2023-09-24|2023-09-24
150|2023-09-08|t|8|475|1|19|475|4|3|2023-09-24|2023-09-24
151|2023-09-11|t|11|451|1|19|451|4|3|2023-09-24|2023-09-24
152|2023-09-11|t|11|452|1|19|452|4|3|2023-09-24|2023-09-24
153|2023-09-11|t|11|453|1|19|453|4|3|2023-09-24|2023-09-24
154|2023-09-11|t|11|454|1|19|454|4|3|2023-09-24|2023-09-24
155|2023-09-11|t|11|455|1|19|455|4|3|2023-09-24|2023-09-24
156|2023-09-11|t|11|456|1|19|456|4|3|2023-09-24|2023-09-24
157|2023-09-11|t|11|457|1|19|457|4|3|2023-09-24|2023-09-24
158|2023-09-11|t|11|458|1|19|458|4|3|2023-09-24|2023-09-24
159|2023-09-11|t|11|459|1|19|459|4|3|2023-09-24|2023-09-24
160|2023-09-11|t|11|460|1|19|460|4|3|2023-09-24|2023-09-24
161|2023-09-11|t|11|461|1|19|461|4|3|2023-09-24|2023-09-24
162|2023-09-11|t|11|462|1|19|462|4|3|2023-09-24|2023-09-24
163|2023-09-11|t|11|463|1|19|463|4|3|2023-09-24|2023-09-24
164|2023-09-11|t|11|464|1|19|464|4|3|2023-09-24|2023-09-24
165|2023-09-11|t|11|465|1|19|465|4|3|2023-09-24|2023-09-24
166|2023-09-11|t|11|466|1|19|466|4|3|2023-09-24|2023-09-24
167|2023-09-11|t|11|467|1|19|467|4|3|2023-09-24|2023-09-24
168|2023-09-11|t|11|468|1|19|468|4|3|2023-09-24|2023-09-24
169|2023-09-11|t|11|469|1|19|469|4|3|2023-09-24|2023-09-24
170|2023-09-11|t|11|470|1|19|470|4|3|2023-09-24|2023-09-24
171|2023-09-11|t|11|471|1|19|471|4|3|2023-09-24|2023-09-24
172|2023-09-11|t|11|472|1|19|472|4|3|2023-09-24|2023-09-24
173|2023-09-11|t|11|473|1|19|473|4|3|2023-09-24|2023-09-24
174|2023-09-11|t|11|474|1|19|474|4|3|2023-09-24|2023-09-24
175|2023-09-11|t|11|475|1|19|475|4|3|2023-09-24|2023-09-24
176|2023-09-12|t|12|451|1|19|451|4|3|2023-09-24|2023-09-24
177|2023-09-12|t|12|452|1|19|452|4|3|2023-09-24|2023-09-24
178|2023-09-12|t|12|453|1|19|453|4|3|2023-09-24|2023-09-24
179|2023-09-12|t|12|454|1|19|454|4|3|2023-09-24|2023-09-24
180|2023-09-12|t|12|455|1|19|455|4|3|2023-09-24|2023-09-24
181|2023-09-12|t|12|456|1|19|456|4|3|2023-09-24|2023-09-24
182|2023-09-12|t|12|457|1|19|457|4|3|2023-09-24|2023-09-24
183|2023-09-12|t|12|458|1|19|458|4|3|2023-09-24|2023-09-24
184|2023-09-12|t|12|459|1|19|459|4|3|2023-09-24|2023-09-24
185|2023-09-12|t|12|460|1|19|460|4|3|2023-09-24|2023-09-24
186|2023-09-12|t|12|461|1|19|461|4|3|2023-09-24|2023-09-24
187|2023-09-12|t|12|462|1|19|462|4|3|2023-09-24|2023-09-24
188|2023-09-12|t|12|463|1|19|463|4|3|2023-09-24|2023-09-24
189|2023-09-12|t|12|464|1|19|464|4|3|2023-09-24|2023-09-24
190|2023-09-12|t|12|465|1|19|465|4|3|2023-09-24|2023-09-24
191|2023-09-12|t|12|466|1|19|466|4|3|2023-09-24|2023-09-24
192|2023-09-12|t|12|467|1|19|467|4|3|2023-09-24|2023-09-24
193|2023-09-12|t|12|468|1|19|468|4|3|2023-09-24|2023-09-24
194|2023-09-12|t|12|469|1|19|469|4|3|2023-09-24|2023-09-24
195|2023-09-12|t|12|470|1|19|470|4|3|2023-09-24|2023-09-24
196|2023-09-12|t|12|471|1|19|471|4|3|2023-09-24|2023-09-24
197|2023-09-12|t|12|472|1|19|472|4|3|2023-09-24|2023-09-24
198|2023-09-12|t|12|473|1|19|473|4|3|2023-09-24|2023-09-24
199|2023-09-12|t|12|474|1|19|474|4|3|2023-09-24|2023-09-24
200|2023-09-12|t|12|475|1|19|475|4|3|2023-09-24|2023-09-24
201|2023-09-13|t|13|451|1|19|451|4|3|2023-09-24|2023-09-24
202|2023-09-13|t|13|452|1|19|452|4|3|2023-09-24|2023-09-24
203|2023-09-13|t|13|453|1|19|453|4|3|2023-09-24|2023-09-24
204|2023-09-13|f|13|454|1|19|454|4|3|2023-09-24|2023-09-24
205|2023-09-13|t|13|455|1|19|455|4|3|2023-09-24|2023-09-24
206|2023-09-13|t|13|456|1|19|456|4|3|2023-09-24|2023-09-24
207|2023-09-13|t|13|457|1|19|457|4|3|2023-09-24|2023-09-24
208|2023-09-13|t|13|458|1|19|458|4|3|2023-09-24|2023-09-24
209|2023-09-13|t|13|459|1|19|459|4|3|2023-09-24|2023-09-24
210|2023-09-13|t|13|460|1|19|460|4|3|2023-09-24|2023-09-24
211|2023-09-13|t|13|461|1|19|461|4|3|2023-09-24|2023-09-24
212|2023-09-13|t|13|462|1|19|462|4|3|2023-09-24|2023-09-24
213|2023-09-13|t|13|463|1|19|463|4|3|2023-09-24|2023-09-24
214|2023-09-13|t|13|464|1|19|464|4|3|2023-09-24|2023-09-24
215|2023-09-13|t|13|465|1|19|465|4|3|2023-09-24|2023-09-24
216|2023-09-13|t|13|466|1|19|466|4|3|2023-09-24|2023-09-24
217|2023-09-13|t|13|467|1|19|467|4|3|2023-09-24|2023-09-24
218|2023-09-13|t|13|468|1|19|468|4|3|2023-09-24|2023-09-24
219|2023-09-13|t|13|469|1|19|469|4|3|2023-09-24|2023-09-24
220|2023-09-13|t|13|470|1|19|470|4|3|2023-09-24|2023-09-24
221|2023-09-13|t|13|471|1|19|471|4|3|2023-09-24|2023-09-24
222|2023-09-13|t|13|472|1|19|472|4|3|2023-09-24|2023-09-24
223|2023-09-13|t|13|473|1|19|473|4|3|2023-09-24|2023-09-24
224|2023-09-13|t|13|474|1|19|474|4|3|2023-09-24|2023-09-24
225|2023-09-13|t|13|475|1|19|475|4|3|2023-09-24|2023-09-24
226|2023-09-14|t|14|451|1|19|451|4|3|2023-09-24|2023-09-24
227|2023-09-14|t|14|452|1|19|452|4|3|2023-09-24|2023-09-24
228|2023-09-14|t|14|453|1|19|453|4|3|2023-09-24|2023-09-24
229|2023-09-14|t|14|454|1|19|454|4|3|2023-09-24|2023-09-24
230|2023-09-14|t|14|455|1|19|455|4|3|2023-09-24|2023-09-24
231|2023-09-14|t|14|456|1|19|456|4|3|2023-09-24|2023-09-24
232|2023-09-14|t|14|457|1|19|457|4|3|2023-09-24|2023-09-24
233|2023-09-14|t|14|458|1|19|458|4|3|2023-09-24|2023-09-24
234|2023-09-14|t|14|459|1|19|459|4|3|2023-09-24|2023-09-24
235|2023-09-14|t|14|460|1|19|460|4|3|2023-09-24|2023-09-24
236|2023-09-14|t|14|461|1|19|461|4|3|2023-09-24|2023-09-24
237|2023-09-14|t|14|462|1|19|462|4|3|2023-09-24|2023-09-24
238|2023-09-14|t|14|463|1|19|463|4|3|2023-09-24|2023-09-24
239|2023-09-14|t|14|464|1|19|464|4|3|2023-09-24|2023-09-24
240|2023-09-14|t|14|465|1|19|465|4|3|2023-09-24|2023-09-24
241|2023-09-14|t|14|466|1|19|466|4|3|2023-09-24|2023-09-24
242|2023-09-14|t|14|467|1|19|467|4|3|2023-09-24|2023-09-24
243|2023-09-14|t|14|468|1|19|468|4|3|2023-09-24|2023-09-24
244|2023-09-14|t|14|469|1|19|469|4|3|2023-09-24|2023-09-24
245|2023-09-14|t|14|470|1|19|470|4|3|2023-09-24|2023-09-24
246|2023-09-14|t|14|471|1|19|471|4|3|2023-09-24|2023-09-24
247|2023-09-14|t|14|472|1|19|472|4|3|2023-09-24|2023-09-24
248|2023-09-14|t|14|473|1|19|473|4|3|2023-09-24|2023-09-24
249|2023-09-14|t|14|474|1|19|474|4|3|2023-09-24|2023-09-24
250|2023-09-14|t|14|475|1|19|475|4|3|2023-09-24|2023-09-24
251|2023-09-15|t|15|451|1|19|451|4|3|2023-09-24|2023-09-24
252|2023-09-15|t|15|452|1|19|452|4|3|2023-09-24|2023-09-24
253|2023-09-15|t|15|453|1|19|453|4|3|2023-09-24|2023-09-24
254|2023-09-15|t|15|454|1|19|454|4|3|2023-09-24|2023-09-24
255|2023-09-15|t|15|455|1|19|455|4|3|2023-09-24|2023-09-24
256|2023-09-15|t|15|456|1|19|456|4|3|2023-09-24|2023-09-24
257|2023-09-15|t|15|457|1|19|457|4|3|2023-09-24|2023-09-24
258|2023-09-15|t|15|458|1|19|458|4|3|2023-09-24|2023-09-24
259|2023-09-15|t|15|459|1|19|459|4|3|2023-09-24|2023-09-24
260|2023-09-15|t|15|460|1|19|460|4|3|2023-09-24|2023-09-24
261|2023-09-15|t|15|461|1|19|461|4|3|2023-09-24|2023-09-24
262|2023-09-15|t|15|462|1|19|462|4|3|2023-09-24|2023-09-24
263|2023-09-15|t|15|463|1|19|463|4|3|2023-09-24|2023-09-24
264|2023-09-15|t|15|464|1|19|464|4|3|2023-09-24|2023-09-24
265|2023-09-15|t|15|465|1|19|465|4|3|2023-09-24|2023-09-24
266|2023-09-15|f|15|466|1|19|466|4|3|2023-09-24|2023-09-24
267|2023-09-15|t|15|467|1|19|467|4|3|2023-09-24|2023-09-24
268|2023-09-15|t|15|468|1|19|468|4|3|2023-09-24|2023-09-24
269|2023-09-15|t|15|469|1|19|469|4|3|2023-09-24|2023-09-24
270|2023-09-15|t|15|470|1|19|470|4|3|2023-09-24|2023-09-24
271|2023-09-15|t|15|471|1|19|471|4|3|2023-09-24|2023-09-24
272|2023-09-15|t|15|472|1|19|472|4|3|2023-09-24|2023-09-24
273|2023-09-15|t|15|473|1|19|473|4|3|2023-09-24|2023-09-24
274|2023-09-15|t|15|474|1|19|474|4|3|2023-09-24|2023-09-24
275|2023-09-15|t|15|475|1|19|475|4|3|2023-09-24|2023-09-24
276|2023-09-20|t|20|451|1|19|451|4|3|2023-09-24|2023-09-24
277|2023-09-20|t|20|452|1|19|452|4|3|2023-09-24|2023-09-24
278|2023-09-20|t|20|453|1|19|453|4|3|2023-09-24|2023-09-24
279|2023-09-20|t|20|454|1|19|454|4|3|2023-09-24|2023-09-24
280|2023-09-20|t|20|455|1|19|455|4|3|2023-09-24|2023-09-24
281|2023-09-20|t|20|456|1|19|456|4|3|2023-09-24|2023-09-24
282|2023-09-20|t|20|457|1|19|457|4|3|2023-09-24|2023-09-24
283|2023-09-20|t|20|458|1|19|458|4|3|2023-09-24|2023-09-24
284|2023-09-20|t|20|459|1|19|459|4|3|2023-09-24|2023-09-24
285|2023-09-20|t|20|460|1|19|460|4|3|2023-09-24|2023-09-24
286|2023-09-20|t|20|461|1|19|461|4|3|2023-09-24|2023-09-24
287|2023-09-20|t|20|462|1|19|462|4|3|2023-09-24|2023-09-24
288|2023-09-20|t|20|463|1|19|463|4|3|2023-09-24|2023-09-24
289|2023-09-20|t|20|464|1|19|464|4|3|2023-09-24|2023-09-24
290|2023-09-20|t|20|465|1|19|465|4|3|2023-09-24|2023-09-24
291|2023-09-20|t|20|466|1|19|466|4|3|2023-09-24|2023-09-24
292|2023-09-20|t|20|467|1|19|467|4|3|2023-09-24|2023-09-24
293|2023-09-20|t|20|468|1|19|468|4|3|2023-09-24|2023-09-24
294|2023-09-20|t|20|469|1|19|469|4|3|2023-09-24|2023-09-24
295|2023-09-20|t|20|470|1|19|470|4|3|2023-09-24|2023-09-24
296|2023-09-20|t|20|471|1|19|471|4|3|2023-09-24|2023-09-24
297|2023-09-20|t|20|472|1|19|472|4|3|2023-09-24|2023-09-24
298|2023-09-20|t|20|473|1|19|473|4|3|2023-09-24|2023-09-24
299|2023-09-20|t|20|474|1|19|474|4|3|2023-09-24|2023-09-24
300|2023-09-20|t|20|475|1|19|475|4|3|2023-09-24|2023-09-24
301|2023-09-21|t|21|451|1|19|451|4|3|2023-09-24|2023-09-24
302|2023-09-21|t|21|452|1|19|452|4|3|2023-09-24|2023-09-24
303|2023-09-21|t|21|453|1|19|453|4|3|2023-09-24|2023-09-24
304|2023-09-21|t|21|454|1|19|454|4|3|2023-09-24|2023-09-24
305|2023-09-21|t|21|455|1|19|455|4|3|2023-09-24|2023-09-24
306|2023-09-21|t|21|456|1|19|456|4|3|2023-09-24|2023-09-24
307|2023-09-21|t|21|457|1|19|457|4|3|2023-09-24|2023-09-24
308|2023-09-21|t|21|458|1|19|458|4|3|2023-09-24|2023-09-24
309|2023-09-21|t|21|459|1|19|459|4|3|2023-09-24|2023-09-24
310|2023-09-21|t|21|460|1|19|460|4|3|2023-09-24|2023-09-24
311|2023-09-21|t|21|461|1|19|461|4|3|2023-09-24|2023-09-24
312|2023-09-21|t|21|462|1|19|462|4|3|2023-09-24|2023-09-24
313|2023-09-21|t|21|463|1|19|463|4|3|2023-09-24|2023-09-24
314|2023-09-21|t|21|464|1|19|464|4|3|2023-09-24|2023-09-24
315|2023-09-21|t|21|465|1|19|465|4|3|2023-09-24|2023-09-24
316|2023-09-21|t|21|466|1|19|466|4|3|2023-09-24|2023-09-24
317|2023-09-21|t|21|467|1|19|467|4|3|2023-09-24|2023-09-24
318|2023-09-21|t|21|468|1|19|468|4|3|2023-09-24|2023-09-24
319|2023-09-21|t|21|469|1|19|469|4|3|2023-09-24|2023-09-24
320|2023-09-21|t|21|470|1|19|470|4|3|2023-09-24|2023-09-24
321|2023-09-21|t|21|471|1|19|471|4|3|2023-09-24|2023-09-24
322|2023-09-21|t|21|472|1|19|472|4|3|2023-09-24|2023-09-24
323|2023-09-21|t|21|473|1|19|473|4|3|2023-09-24|2023-09-24
324|2023-09-21|t|21|474|1|19|474|4|3|2023-09-24|2023-09-24
325|2023-09-21|t|21|475|1|19|475|4|3|2023-09-24|2023-09-24
326|2023-09-22|t|22|451|1|19|451|4|3|2023-09-24|2023-09-24
327|2023-09-22|t|22|452|1|19|452|4|3|2023-09-24|2023-09-24
328|2023-09-22|t|22|453|1|19|453|4|3|2023-09-24|2023-09-24
329|2023-09-22|t|22|454|1|19|454|4|3|2023-09-24|2023-09-24
330|2023-09-22|t|22|455|1|19|455|4|3|2023-09-24|2023-09-24
331|2023-09-22|t|22|456|1|19|456|4|3|2023-09-24|2023-09-24
332|2023-09-22|t|22|457|1|19|457|4|3|2023-09-24|2023-09-24
333|2023-09-22|t|22|458|1|19|458|4|3|2023-09-24|2023-09-24
334|2023-09-22|t|22|459|1|19|459|4|3|2023-09-24|2023-09-24
335|2023-09-22|t|22|460|1|19|460|4|3|2023-09-24|2023-09-24
336|2023-09-22|t|22|461|1|19|461|4|3|2023-09-24|2023-09-24
337|2023-09-22|t|22|462|1|19|462|4|3|2023-09-24|2023-09-24
338|2023-09-22|t|22|463|1|19|463|4|3|2023-09-24|2023-09-24
339|2023-09-22|t|22|464|1|19|464|4|3|2023-09-24|2023-09-24
340|2023-09-22|t|22|465|1|19|465|4|3|2023-09-24|2023-09-24
341|2023-09-22|f|22|466|1|19|466|4|3|2023-09-24|2023-09-24
342|2023-09-22|t|22|467|1|19|467|4|3|2023-09-24|2023-09-24
343|2023-09-22|t|22|468|1|19|468|4|3|2023-09-24|2023-09-24
344|2023-09-22|t|22|469|1|19|469|4|3|2023-09-24|2023-09-24
345|2023-09-22|t|22|470|1|19|470|4|3|2023-09-24|2023-09-24
346|2023-09-22|t|22|471|1|19|471|4|3|2023-09-24|2023-09-24
347|2023-09-22|t|22|472|1|19|472|4|3|2023-09-24|2023-09-24
348|2023-09-22|t|22|473|1|19|473|4|3|2023-09-24|2023-09-24
349|2023-09-22|t|22|474|1|19|474|4|3|2023-09-24|2023-09-24
350|2023-09-22|f|22|475|1|19|475|4|3|2023-09-24|2023-09-24
351|2023-09-25|t|25|451|1|19|451|4|3|2023-09-24|2023-09-24
352|2023-09-25|t|25|452|1|19|452|4|3|2023-09-24|2023-09-24
353|2023-09-25|t|25|453|1|19|453|4|3|2023-09-24|2023-09-24
354|2023-09-25|t|25|454|1|19|454|4|3|2023-09-24|2023-09-24
355|2023-09-25|t|25|455|1|19|455|4|3|2023-09-24|2023-09-24
356|2023-09-25|t|25|456|1|19|456|4|3|2023-09-24|2023-09-24
