fecha|presente|dia|matriculaId|colegioId|cursoId|alumnoId|annoId|mesId|createdAt|updatedAt
2023-09-04|f|4|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-04|t|4|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-05|t|5|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-06|f|6|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-06|t|6|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-07|t|7|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-08|f|8|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-08|t|8|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-11|t|11|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-12|t|12|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-13|f|13|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-13|t|13|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-14|t|14|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-15|f|15|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-15|t|15|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-20|t|20|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-21|t|21|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-22|f|22|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-22|t|22|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-22|f|22|475|1|19|475|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|451|1|19|451|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|452|1|19|452|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|453|1|19|453|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|454|1|19|454|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|455|1|19|455|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|456|1|19|456|3|9|2023-09-24|2023-09-24
2023-09-25|f|25|457|1|19|457|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|458|1|19|458|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|459|1|19|459|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|460|1|19|460|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|461|1|19|461|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|462|1|19|462|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|463|1|19|463|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|464|1|19|464|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|465|1|19|465|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|466|1|19|466|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|467|1|19|467|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|468|1|19|468|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|469|1|19|469|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|470|1|19|470|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|471|1|19|471|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|472|1|19|472|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|473|1|19|473|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|474|1|19|474|3|9|2023-09-24|2023-09-24
2023-09-25|t|25|475|1|19|475|3|9|2023-09-24|2023-09-24
